# Constructed from biom file
#OTU ID	Extreme
865f368fae3d1a90ec05663b85db9379	452974.0
7a8603388f24ceb73a765c63fbd45827	281677.0
beb448b81066b1382395e96bb78e25ae	41364.0
8991615cbf5f2ddc8d8683ededa2b93c	38858.0
902c525848df60543d3c296a3d2882dc	17505.0
cd95468f7e301949c0114ff49a6bf772	14868.0
e05e9ce9b60bdf7edca2d3c1a1957983	5626.0
cefb03b8996e0a863e55f6380a291815	5058.0
c74f8038a56a68aac36488c22ddb6ae0	3426.0
7847ae4ee49d0b2ed846c750464ae59f	3007.0
e6a84ca2cddc33747fa1abaf92c94ba7	1745.0
59bde011866704c65020ad4059e5bba8	449.0
71a33c6ea0d038496aa4e53736bd879c	391.0
d0eceae25180f715f02d8f73a35b7569	351.0
7ed68def890504f665618e2aa8f8a955	258.0
a8dba0c3c31dfc112588e9499e1565b9	119.0
11192deda0abddbf999baab96f57c492	106.0
7d18a2d079d63c57e6868c18f1331e78	102.0
89136dbbbfa6448f6c5cca8555a75905	42.0
585117bd7a9087c3d705b333203fa73e	35.0
09376c5888466efe1c6f3f8a57ff171e	33.0
48d6db1826db79b1af5465b1b7b0e421	31.0
ec1839c385aef456e3aa900694659522	20.0
356a0f38c0875c72f8b2d6dd72800e4d	17.0
d723d8c35f97a6730f1cb7098ac6f822	14.0
3c81749abbc26689fc2f9c428e08b87f	13.0
de11c699ad68bb244f9e11f6300fb5df	13.0
13b2cbcf88f18c58ff1b2567290f9223	11.0
166f34442998450fec4a44658d4f04aa	10.0
